screening_date,company,symbol,exchange,listing_board,sector,industry,current_price_inr,price_date,market_cap_inr_cr,market_cap_date,liquidity_metric_name,liquidity_value_inr_cr,liquidity_period,eligible_flag,exclusion_code,exclusion_reason,primary_archetype,classification_rationale,secondary_tags,technical_stage,technical_data_date,revenue_cagr_5y_pct,normalized_eps_cagr_5y_pct,latest_roce_or_roe_pct,median_roce_or_roe_5y_pct,net_debt_to_equity,cfo_pat_period,cfo_pat_ratio,preliminary_valuation_method,preliminary_valuation_value,preliminary_priority_score,inclusion_reason,key_disqualifying_risk,data_quality_confidence,primary_source_ids,secondary_source_ids
2026-08-11,20 Microns Ltd,20MICRONS,NSE,Main Board,Not disclosed,Not disclosed,189.0,2026-08-10,667.0,2026-08-10,3-month median daily traded value,3.996,13-week median of weekly traded value / 5,0,EX_MCAP_BELOW_BAND,"Market cap INR 667 cr < 1,000 cr",,,,Early Stage 1,2026-08-10,14.535628317125958,23.81116132628234,17.3,19.0,0.32231404958677684,Mar 2022-Mar 2026,1.099236641221374,Trailing P/E vs 3-5y EPS CAGR (preliminary),9.8,,,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,20MICRONS-SCR-01|20MICRONS-PXW-01
2026-08-11,Twenty First Century Management Services Ltd,21STCENMGM,NSE,Main Board,Not disclosed,Not disclosed,41.0,2026-08-10,43.1,2026-08-10,3-month median daily traded value,0.012,13-week median of weekly traded value / 5,0,EX_MCAP_BELOW_BAND,"Market cap INR 43 cr < 1,000 cr",,,,Early Stage 1,2026-08-10,,,-57.0,38.0,0.0,Mar 2022-Mar 2026,1.2352941176470589,Trailing P/E vs 3-5y EPS CAGR (preliminary),,,,None identified at Phase 1 depth,Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,21STCENMGM-SCR-01|21STCENMGM-PXW-01
2026-08-11,360 ONE WAM Ltd,360ONE,NSE,Main Board,Financial Services,Financial Services,1165.0,2026-08-10,47386.0,2026-08-10,3-month median daily traded value,116.318,13-week median of weekly traded value / 5,1,,,Financial compounder,ROE 14.4%; 5y EPS CAGR 23%,Demerger/SOTP unlocking|Governance risk,Mature Stage 1 base,2026-08-10,21.40317120344959,23.314032361039928,14.4,19.0,,Mar 2022-Mar 2026,,P/B vs ROE (preliminary),37.6,44.9,ROE 14.4%; 5y EPS CAGR 23%,Equity capital up 128% in 5y - dilution,Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,360ONE-SCR-01|360ONE-PXW-01
2026-08-11,3B Blackbio DX Ltd,3BBLACKBIO,NSE,Main Board,Not disclosed,Not disclosed,1238.0,2026-08-10,1062.0,2026-08-10,3-month median daily traded value,,insufficient bars,0,EX_NO_PRICE_HISTORY,Fewer than 40 adjusted weekly bars,,,,Indeterminate-insufficient adjusted history,,-8.955755285405564,-14.754439580276236,25.5,25.0,0.009230769230769232,Mar 2022-Mar 2026,0.9040404040404041,Trailing P/E vs 3-5y EPS CAGR (preliminary),18.1,,,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,3BBLACKBIO-SCR-01|3BBLACKBIO-PXW-01
2026-08-11,3i Infotech Ltd,3IINFOLTD,NSE,Main Board,Not disclosed,Not disclosed,27.4,2026-08-10,570.0,2026-08-10,3-month median daily traded value,0.6,13-week median of weekly traded value / 5,0,EX_MCAP_BELOW_BAND,"Market cap INR 570 cr < 1,000 cr",,,,Mature/extended Stage 2,2026-08-10,2.6179154775372693,-2.8895013832051397,13.0,3.0,0.16272965879265092,Mar 2022-Mar 2026,-0.13548387096774195,Trailing P/E vs 3-5y EPS CAGR (preliminary),15.1,,,Weak cash conversion (cumulative CFO/PAT below 0.6),Low,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,3IINFOLTD-SCR-01|3IINFOLTD-PXW-01
2026-08-11,3M India Ltd,3MINDIA,NSE,Main Board,Diversified,Diversified,36076.0,2026-08-10,40703.0,2026-08-10,3-month median daily traded value,12.995,13-week median of weekly traded value / 5,1,,,High-growth company,3y EPS CAGR 53%,Peak-cycle risk,Mature Stage 1 base,2026-08-10,6.784202865950251,9.763128266206444,40.5,27.0,0.008383791336748951,Mar 2020-Mar 2024,1.117877094972067,Trailing P/E vs 3-5y EPS CAGR (preliminary),66.6,66.6,3y EPS CAGR 53%,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,3MINDIA-SCR-01|3MINDIA-PXW-01
2026-08-11,3P Land Holdings Ltd,3PLAND,NSE,Main Board,Not disclosed,Not disclosed,31.4,2026-08-10,56.4,2026-08-10,3-month median daily traded value,0.011,13-week median of weekly traded value / 5,0,EX_MCAP_BELOW_BAND,"Market cap INR 56 cr < 1,000 cr",,,,Stage 4 decline,2026-08-10,27.063131255395966,,2.38,2.77,0.0,Mar 2022-Mar 2026,0.1459521094640821,Trailing P/E vs 3-5y EPS CAGR (preliminary),24.9,,,Weak cash conversion (cumulative CFO/PAT below 0.6),High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,3PLAND-SCR-01|3PLAND-PXW-01
2026-08-11,5paisa Capital Ltd,5PAISA,NSE,Main Board,Not disclosed,Not disclosed,385.0,2026-08-10,1805.0,2026-08-10,3-month median daily traded value,1.576,13-week median of weekly traded value / 5,1,,,Event-driven or special situation,Open offer / control change disclosed 12-Mar-2026 17:36:40,Regulatory catalyst|Governance risk|PEAD candidate|Value-trap risk,Early Stage 2,2026-08-10,10.41372794430342,19.683999505668616,9.93,12.0,0.5839753466872111,Mar 2022-Mar 2026,-0.9553571428571429,Trailing P/E vs 3-5y EPS CAGR (preliminary),40.9,42.3,Open offer / control change disclosed 12-Mar-2026 17:36:40,Weak cash conversion (cumulative CFO/PAT below 0.6),High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,5PAISA-SCR-01|5PAISA-PXW-01
2026-08-11,63 Moons Technologies Ltd,63MOONS,NSE,Main Board,Not disclosed,Not disclosed,857.0,2026-08-10,3952.0,2026-08-10,3-month median daily traded value,10.67,13-week median of weekly traded value / 5,1,,,Turnaround,loss-making or sub-scale margin base; quarterly OPM +123.0pp YoY,Operating-leverage inflection|Margin-recovery candidate|Value-trap risk,Early Stage 1,2026-08-10,5.789648870565345,,-3.71,-2.0,0.0008445945945945946,Mar 2022-Mar 2026,-16.153846153846153,Trailing P/E vs 3-5y EPS CAGR (preliminary),,50.3,loss-making or sub-scale margin base; quarterly OPM +123.0pp YoY,Weak cash conversion (cumulative CFO/PAT below 0.6),High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,63MOONS-SCR-01|63MOONS-PXW-01
2026-08-11,A2Z Infra Engineering Ltd,A2ZINFRA,NSE,Main Board,Not disclosed,Not disclosed,16.7,2026-08-10,301.0,2026-08-10,3-month median daily traded value,0.327,13-week median of weekly traded value / 5,0,EX_MCAP_BELOW_BAND,"Market cap INR 301 cr < 1,000 cr",,,,Early Stage 1,2026-08-10,-1.4383780783955857,,16.3,7.0,1.9795918367346939,Mar 2022-Mar 2026,-0.7328990228013029,Trailing P/E vs 3-5y EPS CAGR (preliminary),41.4,,,Weak cash conversion (cumulative CFO/PAT below 0.6),Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,A2ZINFRA-SCR-01|A2ZINFRA-PXW-01
2026-08-11,AAA Technologies Ltd,AAATECH,NSE,Main Board,Not disclosed,Not disclosed,99.48,2026-08-10,,2026-08-10,3-month median daily traded value,0.167,13-week median of weekly traded value / 5,0,EX_NO_MCAP,Market capitalisation not available from any source,,,,Mature Stage 1 base,2026-08-10,,,,,,,,Trailing P/E vs 3-5y EPS CAGR (preliminary),,,,Promoter stake down 37.1pp over 4 quarters,Low,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,AAATECH-SCR-01|AAATECH-PXW-01
2026-08-11,Aadhar Housing Finance Ltd,AADHARHFC,NSE,Main Board,Financial Services,Financial Services,502.0,2026-08-10,21948.0,2026-08-10,3-month median daily traded value,17.494,13-week median of weekly traded value / 5,1,,,Financial compounder,ROE 15.9%; 5y EPS CAGR 24%,Regulatory catalyst|Peak-cycle risk|Governance risk,Mature Stage 1 base,2026-08-10,18.51797762987648,23.8814114047321,15.9,17.0,,Mar 2022-Mar 2026,,P/B vs ROE (preliminary),19.0,64.9,ROE 15.9%; 5y EPS CAGR 24%,Promoter stake down 10.8pp over 4 quarters,Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,AADHARHFC-SCR-01|AADHARHFC-PXW-01
2026-08-11,Aakash Exploration Services Ltd,AAKASH,NSE,Main Board,Not disclosed,Not disclosed,9.04,2026-08-10,91.6,2026-08-10,3-month median daily traded value,0.117,13-week median of weekly traded value / 5,0,EX_MCAP_BELOW_BAND,"Market cap INR 92 cr < 1,000 cr",,,,Early Stage 2,2026-08-10,,,12.6,13.0,0.23333333333333334,,,Trailing P/E vs 3-5y EPS CAGR (preliminary),18.0,,,None identified at Phase 1 depth,Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,AAKASH-SCR-01|AAKASH-PXW-01
2026-08-11,Aarnav Fashions Ltd,AARNAV,NSE,Main Board,Not disclosed,Not disclosed,30.62,2026-08-10,,2026-08-10,3-month median daily traded value,,insufficient bars,0,EX_NO_MCAP,Market capitalisation not available from any source,,,,Indeterminate-insufficient adjusted history,,,,,,,,,Trailing P/E vs 3-5y EPS CAGR (preliminary),,,,None identified at Phase 1 depth,Low,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,AARNAV-SCR-01|AARNAV-PXW-01
2026-08-11,Aaron Industries Ltd,AARON,NSE,Main Board,Not disclosed,Not disclosed,139.99,2026-08-10,,2026-08-10,3-month median daily traded value,0.121,13-week median of weekly traded value / 5,0,EX_NO_MCAP,Market capitalisation not available from any source,,,,Early Stage 1,2026-08-10,,,,,,,,Trailing P/E vs 3-5y EPS CAGR (preliminary),,,,None identified at Phase 1 depth,Low,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,AARON-SCR-01|AARON-PXW-01
2026-08-11,Aarti Drugs Ltd,AARTIDRUGS,NSE,Main Board,Healthcare,Healthcare,423.0,2026-08-10,3861.0,2026-08-10,3-month median daily traded value,6.27,13-week median of weekly traded value / 5,1,,,Capex operating-leverage candidate,CWIP 20% of net block - build in progress; CWIP drawn down 35% YoY - capacity commissioned; OPM 8.0pp below 5y peak - absorption yet to come,Capex commissioning|PEAD candidate,Early Stage 1,2026-08-10,3.54473452938584,-6.623882553668247,11.9,15.0,0.3724983860555197,Mar 2022-Mar 2026,1.1710816777041944,Trailing P/E vs 3-5y EPS CAGR (preliminary),20.0,59.6,CWIP 20% of net block - build in progress; CWIP drawn down 35% YoY - capacity commissioned; OPM 8.0pp below 5y peak - absorption yet to come,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,AARTIDRUGS-SCR-01|AARTIDRUGS-PXW-01
2026-08-11,Aarti Industries Ltd,AARTIIND,NSE,Main Board,Chemicals,Chemicals,500.0,2026-08-10,18145.0,2026-08-10,3-month median daily traded value,32.686,13-week median of weekly traded value / 5,1,,,Cyclical recovery,OPM 14.0pp below 5y peak; PAT 65% below 5y peak; quarterly OPM +1.0pp YoY - margin inflecting,Capex commissioning|Margin-recovery candidate|Debt-reduction story|Governance risk,Early Stage 2,2026-08-10,12.956375462306035,-5.101886237013186,6.85,7.0,0.8339210747271201,Mar 2022-Mar 2026,1.7483603727994477,Trailing P/E vs 3-5y EPS CAGR (preliminary),34.7,52.8,OPM 14.0pp below 5y peak; PAT 65% below 5y peak; quarterly OPM +1.0pp YoY - margin inflecting,Equity capital up 108% in 5y - dilution,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,AARTIIND-SCR-01|AARTIIND-PXW-01
2026-08-11,Aarti Pharmalabs Ltd,AARTIPHARM,NSE,Main Board,Healthcare,Healthcare,821.0,2026-08-10,7449.0,2026-08-10,3-month median daily traded value,10.775,13-week median of weekly traded value / 5,1,,,Capex operating-leverage candidate,CWIP 20% of net block - build in progress; OPM 2.0pp below 5y peak - absorption yet to come,Earnings-upgrade candidate|Capex commissioning|PEAD candidate|Governance risk,Early Stage 1,2026-08-10,,,10.7,17.0,0.3549905838041431,Mar 2022-Mar 2026,1.0377936670071501,Trailing P/E vs 3-5y EPS CAGR (preliminary),34.6,59.9,CWIP 20% of net block - build in progress; OPM 2.0pp below 5y peak - absorption yet to come,Equity capital up 17900% in 5y - dilution,Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,AARTIPHARM-SCR-01|AARTIPHARM-PXW-01
2026-08-11,Aarti Surfactants Ltd,AARTISURF,NSE,Main Board,Not disclosed,Not disclosed,525.0,2026-08-10,445.0,2026-08-10,3-month median daily traded value,0.323,13-week median of weekly traded value / 5,0,EX_MCAP_BELOW_BAND,"Market cap INR 445 cr < 1,000 cr",,,,Early Stage 1,2026-08-10,13.011190361817215,-10.543078739743239,8.53,9.0,0.4262295081967213,Mar 2022-Mar 2026,2.8484848484848486,Trailing P/E vs 3-5y EPS CAGR (preliminary),24.2,,,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,AARTISURF-SCR-01|AARTISURF-PXW-01
2026-08-11,Aarvi Encon Ltd,AARVI,NSE,Main Board,Not disclosed,Not disclosed,154.0,2026-08-10,229.0,2026-08-10,3-month median daily traded value,0.84,13-week median of weekly traded value / 5,0,EX_MCAP_BELOW_BAND,"Market cap INR 229 cr < 1,000 cr",,,,Early Stage 2,2026-08-10,26.331716614507283,10.943724300935664,14.4,14.0,0.19014084507042253,Mar 2022-Mar 2026,0.030303030303030304,Trailing P/E vs 3-5y EPS CAGR (preliminary),12.8,,,Weak cash conversion (cumulative CFO/PAT below 0.6),High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,AARVI-SCR-01|AARVI-PXW-01
2026-08-11,Aastha Spintex Ltd,AASTHA,NSE,Main Board,Not disclosed,Not disclosed,73.51,2026-08-10,,2026-08-10,3-month median daily traded value,,insufficient bars,0,EX_NO_MCAP,Market capitalisation not available from any source,,,,Indeterminate-insufficient adjusted history,,,,,,,,,Trailing P/E vs 3-5y EPS CAGR (preliminary),,,,None identified at Phase 1 depth,Low,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,AASTHA-SCR-01|AASTHA-PXW-01
2026-08-11,AAVAS Financiers Ltd,AAVAS,NSE,Main Board,Financial Services,Financial Services,1403.0,2026-08-10,11123.0,2026-08-10,3-month median daily traded value,13.732,13-week median of weekly traded value / 5,1,,,Financial compounder,ROE 13.9%; 5y EPS CAGR 22%,Regulatory catalyst|Earnings-upgrade candidate,Early Stage 1,2026-08-10,23.234572437081844,22.429917138052357,13.9,14.0,,Mar 2020-Mar 2024,,P/B vs ROE (preliminary),22.7,59.2,ROE 13.9%; 5y EPS CAGR 22%,None identified at Phase 1 depth,Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,AAVAS-SCR-01|AAVAS-PXW-01
2026-08-11,ABB India Ltd,ABB,NSE,Main Board,Capital Goods,Capital Goods,7700.0,2026-08-10,163169.0,2026-08-10,3-month median daily traded value,257.481,13-week median of weekly traded value / 5,0,EX_MCAP_ABOVE_BAND,"Market cap INR 163,169 cr > 1,00,000 cr",,,,Early Stage 2,2026-08-10,,,29.9,20.0,0.015526287611093264,Dec 2012-Dec 2025,,Trailing P/E vs 3-5y EPS CAGR (preliminary),106.0,,,None identified at Phase 1 depth,Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ABB-SCR-01|ABB-PXW-01
2026-08-11,Abbott India Ltd,ABBOTINDIA,NSE,Main Board,Healthcare,Healthcare,27535.0,2026-08-10,,2026-08-10,3-month median daily traded value,21.195,13-week median of weekly traded value / 5,0,EX_NO_MCAP,Market capitalisation not available from any source,,,,Early Stage 1,2026-08-10,,,,,,,,Trailing P/E vs 3-5y EPS CAGR (preliminary),,,,None identified at Phase 1 depth,Low,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ABBOTINDIA-SCR-01|ABBOTINDIA-PXW-01
2026-08-11,Aditya Birla Capital Ltd,ABCAPITAL,NSE,Main Board,Financial Services,Financial Services,408.0,2026-08-10,111648.0,2026-08-10,3-month median daily traded value,154.083,13-week median of weekly traded value / 5,0,EX_MCAP_ABOVE_BAND,"Market cap INR 111,648 cr > 1,00,000 cr",,,,Early Stage 2,2026-08-10,18.76701354389665,25.916087505854748,12.0,15.0,,Mar 2022-Mar 2026,,P/B vs ROE (preliminary),27.8,,,None identified at Phase 1 depth,Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ABCAPITAL-SCR-01|ABCAPITAL-PXW-01
2026-08-11,AB Cotspin India Ltd,ABCOTS,NSE,Main Board,Not disclosed,Not disclosed,203.0,2026-08-10,446.0,2026-08-10,3-month median daily traded value,0.622,13-week median of weekly traded value / 5,0,EX_MCAP_BELOW_BAND,"Market cap INR 446 cr < 1,000 cr",,,,Stage 4 decline,2026-08-10,,,9.87,10.0,0.9607843137254902,Mar 2024-Mar 2026,,Trailing P/E vs 3-5y EPS CAGR (preliminary),34.2,,,Technically in Stage 4 decline,Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ABCOTS-SCR-01|ABCOTS-PXW-01
2026-08-11,Allied Blenders & Distillers Ltd,ABDL,NSE,Main Board,Fast Moving Consumer Goods,Fast Moving Consumer Goods,624.0,2026-08-10,17464.0,2026-08-10,3-month median daily traded value,18.96,13-week median of weekly traded value / 5,1,,,High-growth company,3y EPS CAGR 388%,Capex commissioning|Operating-leverage inflection|Peak-cycle risk,Stage 3 distribution,2026-08-10,10.81129826777869,136.6243830938149,18.4,16.0,0.6921226698737222,Mar 2022-Mar 2026,0.6642857142857143,Trailing P/E vs 3-5y EPS CAGR (preliminary),78.3,54.8,3y EPS CAGR 388%,Technically in Stage 3 distribution,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ABDL-SCR-01|ABDL-PXW-01
2026-08-11,Aditya Birla Fashion & Retail Ltd,ABFRL,NSE,Main Board,Consumer Services,Consumer Services,60.9,2026-08-10,7433.0,2026-08-10,3-month median daily traded value,28.206,13-week median of weekly traded value / 5,1,,,Event-driven or special situation,Demerger / scheme of arrangement disclosed 26-May-2025 11:10:28,Governance risk|Demerger/SOTP unlocking|Operating-leverage inflection|Margin-recovery candidate|Value-trap risk,Stage 4 decline,2026-08-10,9.267966793090675,,-3.76,-3.0,1.0597602739726026,Mar 2022-Mar 2026,-2.169167803547067,Trailing P/E vs 3-5y EPS CAGR (preliminary),,28.3,Demerger / scheme of arrangement disclosed 26-May-2025 11:10:28,Weak cash conversion (cumulative CFO/PAT below 0.6),High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ABFRL-SCR-01|ABFRL-PXW-01
2026-08-11,A B Infrabuild Ltd,ABINFRA,NSE,Main Board,Not disclosed,Not disclosed,10.18,2026-08-10,,2026-08-10,3-month median daily traded value,1.726,13-week median of weekly traded value / 5,0,EX_NO_MCAP,Market capitalisation not available from any source,,,,Stage 4 decline,2026-08-10,,,,,,,,Trailing P/E vs 3-5y EPS CAGR (preliminary),,,,Technically in Stage 4 decline,Low,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ABINFRA-SCR-01|ABINFRA-PXW-01
2026-08-11,Aditya Birla Lifestyle Brands Ltd,ABLBL,NSE,Main Board,Consumer Services,Consumer Services,91.6,2026-08-10,11179.0,2026-08-10,3-month median daily traded value,8.125,13-week median of weekly traded value / 5,0,EX_SHORT_FIN_HISTORY,only 2 annual periods,,,,Stage 4 decline,2026-08-10,,,15.0,15.0,2.1358811040339702,,,Trailing P/E vs 3-5y EPS CAGR (preliminary),52.4,,,Leverage: debt/equity 2.14,Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ABLBL-SCR-01|ABLBL-PXW-01
2026-08-11,A B M International Ltd,ABMINTLLTD,NSE,Main Board,Not disclosed,Not disclosed,43.8,2026-08-10,41.2,2026-08-10,3-month median daily traded value,0.002,13-week median of weekly traded value / 5,0,EX_MCAP_BELOW_BAND,"Market cap INR 41 cr < 1,000 cr",,,,Early Stage 1,2026-08-10,-15.791908155593958,,-8.5,-8.5,0.7282229965156793,Mar 2022-Mar 2026,1.3020408163265305,Trailing P/E vs 3-5y EPS CAGR (preliminary),,,,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ABMINTLLTD-SCR-01|ABMINTLLTD-PXW-01
2026-08-11,ABM Knowledgeware Ltd,ABMKNO,NSE,Main Board,Not disclosed,Not disclosed,190.0,2026-08-10,381.0,2026-08-10,3-month median daily traded value,,insufficient bars,0,EX_MCAP_BELOW_BAND,"Market cap INR 381 cr < 1,000 cr",,,,Indeterminate-insufficient adjusted history,,2.9649572726515583,-13.942564558538217,6.54,9.0,0.0,Mar 2022-Mar 2026,0.43661971830985913,Trailing P/E vs 3-5y EPS CAGR (preliminary),40.4,,,Weak cash conversion (cumulative CFO/PAT below 0.6),Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ABMKNO-SCR-01|ABMKNO-PXW-01
2026-08-11,Aditya Birla Real Estate Ltd,ABREL,NSE,Main Board,Realty,Realty,1390.0,2026-08-10,15535.0,2026-08-10,3-month median daily traded value,18.945,13-week median of weekly traded value / 5,1,,,Turnaround,loss-making or sub-scale margin base,Governance risk|Value-trap risk,Early Stage 1,2026-08-10,-31.077957807368193,,-4.48,4.0,1.5228316671169955,Mar 2022-Mar 2026,-2.9813953488372094,Trailing P/E vs 3-5y EPS CAGR (preliminary),,24.3,loss-making or sub-scale margin base,Weak cash conversion (cumulative CFO/PAT below 0.6),High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ABREL-SCR-01|ABREL-PXW-01
2026-08-11,Aditya Birla Sun Life AMC Ltd,ABSLAMC,NSE,Main Board,Financial Services,Financial Services,1012.0,2026-08-10,29273.0,2026-08-10,3-month median daily traded value,27.222,13-week median of weekly traded value / 5,1,,,Financial compounder,ROE 25.2%; 5y EPS CAGR -35%,Governance risk,Early Stage 2,2026-08-10,11.332953016586501,-35.06318925222052,25.2,27.0,,Mar 2022-Mar 2026,,P/B vs ROE (preliminary),28.9,47.2,ROE 25.2%; 5y EPS CAGR -35%,Equity capital up 700% in 5y - dilution,Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ABSLAMC-SCR-01|ABSLAMC-PXW-01
2026-08-11,ACC Ltd,ACC,NSE,Main Board,Construction Materials,Construction Materials,1358.0,2026-08-10,25485.0,2026-08-10,3-month median daily traded value,21.931,13-week median of weekly traded value / 5,1,,,Capex operating-leverage candidate,CWIP 20% of net block - build in progress; OPM 8.0pp below 5y peak - absorption yet to come,Capex commissioning|Value-trap risk,Stage 4 decline,2026-08-10,10.642090123147053,9.181342164008477,11.2,17.0,0.02087489659870566,Dec 2020-Mar 2026,0.48608242352709746,Trailing P/E vs 3-5y EPS CAGR (preliminary),13.4,53.6,CWIP 20% of net block - build in progress; OPM 8.0pp below 5y peak - absorption yet to come,Weak cash conversion (cumulative CFO/PAT below 0.6),High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ACC-SCR-01|ACC-PXW-01
2026-08-11,Accelya Solutions India Ltd,ACCELYA,NSE,Main Board,Not disclosed,Not disclosed,1144.0,2026-08-10,1706.0,2026-08-10,3-month median daily traded value,0.68,13-week median of weekly traded value / 5,0,EX_ILLIQUID,median daily traded value INR 0.68 cr,,,,Stage 4 decline,2026-08-10,12.902283776118772,17.715868166249837,49.4,54.0,0.064,Jun 2022-Jun 2026,1.2495201535508638,Trailing P/E vs 3-5y EPS CAGR (preliminary),16.4,,,Technically in Stage 4 decline,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ACCELYA-SCR-01|ACCELYA-PXW-01
2026-08-11,Action Construction Equipment Ltd,ACE,NSE,Main Board,Capital Goods,Capital Goods,1113.0,2026-08-10,13242.0,2026-08-10,3-month median daily traded value,36.275,13-week median of weekly traded value / 5,1,,,Quality compounder,5y median ROCE 32%; 5y revenue CAGR 22%; 5y EPS CAGR 38%; cumulative CFO/PAT 1.15,PEAD candidate|Peak-cycle risk,Early Stage 1,2026-08-10,21.73230801051187,37.74454587040916,31.7,32.0,0.003978120338140228,Mar 2022-Mar 2026,1.1468531468531469,Trailing P/E vs 3-5y EPS CAGR (preliminary),30.3,82.7,5y median ROCE 32%; 5y revenue CAGR 22%; 5y EPS CAGR 38%; cumulative CFO/PAT 1.15,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ACE-SCR-01|ACE-PXW-01
2026-08-11,Ace Integrated Solutions Ltd,ACEINTEG,NSE,Main Board,Not disclosed,Not disclosed,18.9,2026-08-10,19.2,2026-08-10,3-month median daily traded value,0.009,13-week median of weekly traded value / 5,0,EX_MCAP_BELOW_BAND,"Market cap INR 19 cr < 1,000 cr",,,,Stage 4 decline,2026-08-10,,,-11.3,-4.63,0.007981755986316992,Mar 2023-Mar 2025,,Trailing P/E vs 3-5y EPS CAGR (preliminary),,,,Technically in Stage 4 decline,Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ACEINTEG-SCR-01|ACEINTEG-PXW-01
2026-08-11,Archean Chemical Industries Ltd,ACI,NSE,Main Board,Chemicals,Chemicals,518.0,2026-08-10,6393.0,2026-08-10,3-month median daily traded value,6.943,13-week median of weekly traded value / 5,1,,,Capex operating-leverage candidate,CWIP 13% of net block - build in progress; OPM 22.0pp below 5y peak - absorption yet to come,Capex commissioning,Stage 4 decline,2026-08-10,12.197821100983575,,7.41,19.0,0.2408268733850129,Mar 2022-Mar 2026,1.3016421780466725,Trailing P/E vs 3-5y EPS CAGR (preliminary),66.0,47.3,CWIP 13% of net block - build in progress; OPM 22.0pp below 5y peak - absorption yet to come,Technically in Stage 4 decline,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ACI-SCR-01|ACI-PXW-01
2026-08-11,Andhra Cements Ltd,ACL,NSE,Main Board,Not disclosed,Not disclosed,48.01,2026-08-10,,2026-08-10,3-month median daily traded value,0.072,13-week median of weekly traded value / 5,0,EX_NO_MCAP,Market capitalisation not available from any source,,,,Stage 4 decline,2026-08-10,,,,,,,,Trailing P/E vs 3-5y EPS CAGR (preliminary),,,,Promoter stake down 15.0pp over 4 quarters,Low,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ACL-SCR-01|ACL-PXW-01
2026-08-11,ACME Solar Holdings Ltd,ACMESOLAR,NSE,Main Board,Power,Power,368.0,2026-08-10,25985.0,2026-08-10,3-month median daily traded value,72.719,13-week median of weekly traded value / 5,1,,,High-growth company,latest quarter revenue +17% YoY,Governance risk|Capex commissioning|Margin-recovery candidate|Debt-reduction story|Temporary setback,Mature/extended Stage 2,2026-08-10,3.63801942686246,41.3218766418493,8.89,8.0,3.931238885595732,Mar 2022-Mar 2026,4.278884462151394,Trailing P/E vs 3-5y EPS CAGR (preliminary),43.6,46.9,latest quarter revenue +17% YoY,Leverage: debt/equity 3.93,Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ACMESOLAR-SCR-01|ACMESOLAR-PXW-01
